T5E40 000:006.294   SEGGER J-Link V7.96h Log File
T5E40 000:006.438   DLL Compiled: May 15 2024 15:33:59
T5E40 000:006.468   Logging started @ 2025-12-24 16:47
T5E40 000:006.502   Process: C:\Keil_v5\UV4\UV4.exe
T5E40 000:006.518 - 6.514ms
T5E40 000:006.534 JLINK_SetWarnOutHandler(...)
T5E40 000:006.544 - 0.013ms
T5E40 000:006.564 JLINK_OpenEx(...)
T5E40 000:010.901   Firmware: J-Link ARM-OB STM32 compiled Aug 22 2012 19:52:04
T5E40 000:014.092   Firmware: J-Link ARM-OB STM32 compiled Aug 22 2012 19:52:04
T5E40 000:019.146   Hardware: V7.00
T5E40 000:019.191   S/N: 4294967295
T5E40 000:019.206   OEM: SEGGER
T5E40 000:019.230   Feature(s): None
T5E40 000:020.293   Bootloader: (Could not read)
T5E40 000:023.139   TELNET listener socket opened on port 19021
T5E40 000:023.447   WEBSRV WEBSRV_Init(): Starting webserver thread(s)
T5E40 000:023.677   WEBSRV Webserver running on local port 19080
T5E40 000:023.770   Looking for J-Link GUI Server exe at: C:\Keil_v5\ARM\Segger\JLinkGUIServer.exe
T5E40 000:023.881   Looking for J-Link GUI Server exe at: C:\J-Link\JLinkGUIServer.exe
T5E40 000:329.090   Failed to connect to J-Link GUI Server.
T5E40 000:329.160 - 322.566ms returns "O.K."
T5E40 000:329.179 JLINK_GetEmuCaps()
T5E40 000:329.188 - 0.005ms returns 0x88EA5833
T5E40 000:329.204 JLINK_TIF_GetAvailable(...)
T5E40 000:329.970 - 0.767ms
T5E40 000:329.988 JLINK_SetErrorOutHandler(...)
T5E40 000:329.992 - 0.004ms
T5E40 000:330.016 JLINK_ExecCommand("ProjectFile = "C:\T1\eight_ir_oled\keil\JLinkSettings.ini"", ...). 
T5E40 000:450.417 - 120.402ms returns 0x00
T5E40 000:454.393 JLINK_ExecCommand("Device = MSPM0G3507", ...). 
T5E40 000:460.528   Device "MSPM0G3507" selected.
T5E40 000:460.829 - 6.413ms returns 0x00
T5E40 000:460.840 JLINK_ExecCommand("DisableConnectionTimeout", ...). 
T5E40 000:460.848 - 0.001ms returns 0x01
T5E40 000:460.854 JLINK_GetHardwareVersion()
T5E40 000:460.859 - 0.005ms returns 70000
T5E40 000:460.864 JLINK_GetDLLVersion()
T5E40 000:460.868 - 0.003ms returns 79608
T5E40 000:460.873 JLINK_GetOEMString(...)
T5E40 000:460.878 JLINK_GetFirmwareString(...)
T5E40 000:460.882 - 0.004ms
T5E40 000:471.748 JLINK_GetDLLVersion()
T5E40 000:471.777 - 0.028ms returns 79608
T5E40 000:471.783 JLINK_GetCompileDateTime()
T5E40 000:471.787 - 0.004ms
T5E40 000:475.196 JLINK_GetFirmwareString(...)
T5E40 000:475.215 - 0.018ms
T5E40 000:478.766 JLINK_GetHardwareVersion()
T5E40 000:478.783 - 0.017ms returns 70000
T5E40 000:482.412 JLINK_GetSN()
T5E40 000:482.434 - 0.021ms returns -1
T5E40 000:482.439 JLINK_GetOEMString(...)
T5E40 000:485.782 JLINK_TIF_Select(JLINKARM_TIF_JTAG)
T5E40 000:490.147 - 4.364ms returns 0x00
T5E40 000:490.169 JLINK_HasError()
T5E40 000:490.185 JLINK_SetSpeed(5000)
T5E40 000:491.068 - 0.886ms
T5E40 000:491.090 JLINK_GetIdData(pIdData)
T5E40 000:497.488   InitTarget() start
T5E40 008:328.497   Could not measure total IR len. TDO is constant high.
T5E40 008:337.966   Could not measure total IR len. TDO is constant high.
T5E40 008:348.173   Could not measure total IR len. TDO is constant high.
T5E40 008:357.214   Could not measure total IR len. TDO is constant high.
T5E40 008:366.549   Could not measure total IR len. TDO is constant high.
T5E40 008:375.704   Could not measure total IR len. TDO is constant high.
T5E40 008:385.165   Could not measure total IR len. TDO is constant high.
T5E40 008:395.192   Could not measure total IR len. TDO is constant high.
T5E40 008:404.594   Could not measure total IR len. TDO is constant high.
T5E40 008:426.410   Could not measure total IR len. TDO is constant high.
T5E40 008:436.507   Could not measure total IR len. TDO is constant high.
T5E40 008:445.622   Could not measure total IR len. TDO is constant high.
T5E40 008:455.247   Could not measure total IR len. TDO is constant high.
T5E40 008:463.721   Could not measure total IR len. TDO is constant high.
T5E40 008:473.368   Could not measure total IR len. TDO is constant high.
T5E40 008:481.938   Could not measure total IR len. TDO is constant high.
T5E40 008:490.726   Could not measure total IR len. TDO is constant high.
T5E40 008:501.622   Could not measure total IR len. TDO is constant high.
T5E40 008:510.186   Could not measure total IR len. TDO is constant high.
T5E40 008:518.725   Could not measure total IR len. TDO is constant high.
T5E40 008:527.128   Could not measure total IR len. TDO is constant high.
T5E40 008:535.926   Could not measure total IR len. TDO is constant high.
T5E40 008:546.183   Could not measure total IR len. TDO is constant high.
T5E40 008:555.120   Could not measure total IR len. TDO is constant high.
T5E40 008:563.827   Could not measure total IR len. TDO is constant high.
T5E40 008:572.546   Could not measure total IR len. TDO is constant high.
T5E40 008:581.222   Could not measure total IR len. TDO is constant high.
T5E40 008:589.173   Could not measure total IR len. TDO is constant high.
T5E40 008:598.147   Could not measure total IR len. TDO is constant high.
T5E40 008:607.232   Could not measure total IR len. TDO is constant high.
T5E40 008:616.301   Could not measure total IR len. TDO is constant high.
T5E40 008:624.800   Could not measure total IR len. TDO is constant high.
T5E40 008:633.611   Could not measure total IR len. TDO is constant high.
T5E40 008:642.778   Could not measure total IR len. TDO is constant high.
T5E40 008:652.318   Could not measure total IR len. TDO is constant high.
T5E40 008:661.024   Could not measure total IR len. TDO is constant high.
T5E40 008:670.393   Could not measure total IR len. TDO is constant high.
T5E40 008:679.666   Could not measure total IR len. TDO is constant high.
T5E40 008:688.357   Could not measure total IR len. TDO is constant high.
T5E40 008:697.316   Could not measure total IR len. TDO is constant high.
T5E40 008:717.032   Could not measure total IR len. TDO is constant high.
T5E40 008:725.902   Could not measure total IR len. TDO is constant high.
T5E40 008:735.566   Could not measure total IR len. TDO is constant high.
T5E40 008:745.466   Could not measure total IR len. TDO is constant high.
T5E40 008:753.082   Could not measure total IR len. TDO is constant high.
T5E40 008:761.077   Could not measure total IR len. TDO is constant high.
T5E40 008:769.005   Could not measure total IR len. TDO is constant high.
T5E40 008:777.774   Could not measure total IR len. TDO is constant high.
T5E40 008:785.346   Could not measure total IR len. TDO is constant high.
T5E40 008:793.930   Could not measure total IR len. TDO is constant high.
T5E40 008:802.576   Could not measure total IR len. TDO is constant high.
T5E40 008:811.250   Could not measure total IR len. TDO is constant high.
T5E40 008:819.871   Could not measure total IR len. TDO is constant high.
T5E40 008:827.801   Could not measure total IR len. TDO is constant high.
T5E40 008:838.217   Could not measure total IR len. TDO is constant high.
T5E40 008:846.478   Could not measure total IR len. TDO is constant high.
T5E40 008:855.533   Could not measure total IR len. TDO is constant high.
T5E40 008:864.091   Could not measure total IR len. TDO is constant high.
T5E40 008:872.260   Could not measure total IR len. TDO is constant high.
T5E40 008:880.774   Could not measure total IR len. TDO is constant high.
T5E40 008:888.763   Could not measure total IR len. TDO is constant high.
T5E40 008:898.170   Could not measure total IR len. TDO is constant high.
T5E40 008:906.717   Could not measure total IR len. TDO is constant high.
T5E40 008:914.808   Could not measure total IR len. TDO is constant high.
T5E40 008:923.467   Could not measure total IR len. TDO is constant high.
T5E40 008:932.194   Could not measure total IR len. TDO is constant high.
T5E40 008:941.523   Could not measure total IR len. TDO is constant high.
T5E40 008:950.293   Could not measure total IR len. TDO is constant high.
T5E40 008:959.450   Could not measure total IR len. TDO is constant high.
T5E40 008:968.227   Could not measure total IR len. TDO is constant high.
T5E40 008:977.432   Could not measure total IR len. TDO is constant high.
T5E40 008:987.398   Could not measure total IR len. TDO is constant high.
T5E40 008:995.658   Could not measure total IR len. TDO is constant high.
T5E40 009:004.185   Could not measure total IR len. TDO is constant high.
T5E40 009:013.244   Could not measure total IR len. TDO is constant high.
T5E40 009:022.280   Could not measure total IR len. TDO is constant high.
T5E40 009:031.250   Could not measure total IR len. TDO is constant high.
T5E40 009:039.882   Could not measure total IR len. TDO is constant high.
T5E40 009:047.782   Could not measure total IR len. TDO is constant high.
T5E40 009:055.907   Could not measure total IR len. TDO is constant high.
T5E40 009:064.984   Could not measure total IR len. TDO is constant high.
T5E40 009:073.162   Could not measure total IR len. TDO is constant high.
T5E40 009:081.608   Could not measure total IR len. TDO is constant high.
T5E40 009:090.281   Could not measure total IR len. TDO is constant high.
T5E40 009:098.214   Could not measure total IR len. TDO is constant high.
T5E40 009:106.014   Could not measure total IR len. TDO is constant high.
T5E40 009:114.241   Could not measure total IR len. TDO is constant high.
T5E40 009:122.304   Could not measure total IR len. TDO is constant high.
T5E40 009:130.926   Could not measure total IR len. TDO is constant high.
T5E40 009:139.992   Could not measure total IR len. TDO is constant high.
T5E40 009:148.178   Could not measure total IR len. TDO is constant high.
T5E40 009:157.070   Could not measure total IR len. TDO is constant high.
T5E40 009:164.910   Could not measure total IR len. TDO is constant high.
T5E40 009:173.786   Could not measure total IR len. TDO is constant high.
T5E40 009:182.029   Could not measure total IR len. TDO is constant high.
T5E40 009:190.236   Could not measure total IR len. TDO is constant high.
T5E40 009:197.982   Could not measure total IR len. TDO is constant high.
T5E40 009:206.837   Could not measure total IR len. TDO is constant high.
T5E40 009:217.190   Could not measure total IR len. TDO is constant high.
T5E40 009:226.339   Could not measure total IR len. TDO is constant high.
T5E40 009:235.424   Could not measure total IR len. TDO is constant high.
T5E40 009:244.218   Could not measure total IR len. TDO is constant high.
T5E40 009:252.189   Could not measure total IR len. TDO is constant high.
T5E40 009:261.278   Could not measure total IR len. TDO is constant high.
T5E40 009:269.286   Could not measure total IR len. TDO is constant high.
T5E40 009:278.994   Could not measure total IR len. TDO is constant high.
T5E40 009:287.906   Could not measure total IR len. TDO is constant high.
T5E40 009:296.566   Could not measure total IR len. TDO is constant high.
T5E40 009:305.808   Could not measure total IR len. TDO is constant high.
T5E40 009:313.944   Could not measure total IR len. TDO is constant high.
T5E40 009:322.679   Could not measure total IR len. TDO is constant high.
T5E40 009:330.698   Could not measure total IR len. TDO is constant high.
T5E40 009:339.232   Could not measure total IR len. TDO is constant high.
T5E40 009:347.598   Could not measure total IR len. TDO is constant high.
T5E40 009:355.628   Could not measure total IR len. TDO is constant high.
T5E40 009:364.249   Could not measure total IR len. TDO is constant high.
T5E40 009:373.413   Could not measure total IR len. TDO is constant high.
T5E40 009:383.200   Could not measure total IR len. TDO is constant high.
T5E40 009:391.914   Could not measure total IR len. TDO is constant high.
T5E40 009:400.496   Could not measure total IR len. TDO is constant high.
T5E40 009:409.218   Could not measure total IR len. TDO is constant high.
T5E40 009:418.281   Could not measure total IR len. TDO is constant high.
T5E40 009:426.951   Could not measure total IR len. TDO is constant high.
T5E40 009:435.405   Could not measure total IR len. TDO is constant high.
T5E40 009:443.491   Could not measure total IR len. TDO is constant high.
T5E40 009:451.380   Could not measure total IR len. TDO is constant high.
T5E40 009:459.858   Could not measure total IR len. TDO is constant high.
T5E40 009:468.465   Could not measure total IR len. TDO is constant high.
T5E40 009:477.113   Could not measure total IR len. TDO is constant high.
T5E40 009:485.408   Could not measure total IR len. TDO is constant high.
T5E40 009:494.212   Could not measure total IR len. TDO is constant high.
T5E40 009:504.069   Could not measure total IR len. TDO is constant high.
T5E40 009:513.436   Could not measure total IR len. TDO is constant high.
T5E40 009:521.616   Could not measure total IR len. TDO is constant high.
T5E40 009:529.844   Could not measure total IR len. TDO is constant high.
T5E40 009:538.874   Could not measure total IR len. TDO is constant high.
T5E40 009:546.973   Could not measure total IR len. TDO is constant high.
T5E40 009:555.506   Could not measure total IR len. TDO is constant high.
T5E40 009:564.109   Could not measure total IR len. TDO is constant high.
T5E40 009:567.899   
  ***** Error: 
T5E40 009:567.916   Communication timed out: Requested 96 bytes, received 0 bytes !
T5E40 009:567.922   
  ***** Error: 
T5E40 009:567.927   Could not transfer JTAG data.
T5E40 009:570.706   TotalIRLen = ?, IRPrint = 0x..000000000000000000000018
T5E40 009:574.732   DAP initialized successfully.
T5E40 009:599.918   No PWR-AP detected.
T5E40 009:602.362   InitTarget() end - Took 2.63s
T5E40 009:602.382 - 9111.292ms
TD044 009:602.506   
  ***** Error: Connection to emulator lost!
T5E40 026:080.456 JLINK_Close()
T5E40 026:092.282 - 11.823ms
T5E40 026:092.326   
T5E40 026:092.332   Closed
